word,frequency
become,33
speaking,33
supposed,33
deny,33
charge,33
belongeth,33
saul,33
inflicted,33
preach,33
friend,32
declare,32
govern,32
hear,32
apparition,32
speciall,32
appointed,32
england,32
estate,32
giveth,32
disciple,32
within,31
execution,31
memory,31
originall,31
seemeth,31
forth,31
distinction,31
greatest,31
company,31
bear,31
foundation,31
error,31
dependeth,31
far,31
fault,31
aaron,31
took,31
alwaie,31
testimony,31
judged,31
lawfully,31
breach,31
jerusalem,31
gen,31
twelve,31
proved,31
coming,31
beleeved,31
excommunication,31
oblige,30
due,30
hearing,30
schoole,30
doubt,30
shewn,30
care,30
errmy,30
mad,30
allowed,30
contempt,30
acknowledge,30
save,30
hell,30
forbidden,30
commandeth,30
commission,30
elect,30
acquired,29
ti,29
felicity,29
generation,29
organ,29
beast,29
difficulty,29
help,29
notice,29
tell,29
considered,29
precedent,29
exod,29
popular,29
meer,29
legislator,29
joshua,29
sufficiently,29
israelite,29
david,29
die,29
saved,29
following,28
except,28
necessity,28
constitution,28
protection,28
magistrate,28
moved,28
better,28
tongue,28
distinguish,28
arise,28
wit,28
aversion,28
phantasme,28
councell,28
presence,28
ancient,28
punish,28
especially,28
temple,28
temporall,28
samuel,28
preaching,28
represented,28
goe,28
innocent,28
toward,27
somewhat,27
knowing,27
almost,27
please,27
taking,27
woman,27
deliberation,27
discretion,27
madnesse,27
pretended,27
subjection,27
torment,27
sword,27
sacrifice,27
clergy,27
administration,27
represent,27
chap,27
faithfull,27
gospel,27
luke,27
devill,27
honor,26
favmy,26
side,26
hard,26
excuse,26
interpreter,26
sacrament,26
aristotle,26
visible,26
fall,26
punished,26
faculty,26
begin,26
consequent,26
mutuall,26
head,26
likewise,26
ability,26
security,26
jewe,26
defend,26
attributed,26
marriage,26
lieutenant,26
submit,26
successor,26
cor,26
reall,25
alledged,25
23,25
conclusion,25
grounded,25
seek,25
longer,25
calling,25
prudence,25
least,25
leave,25
refuse,25
invisible,25
expresse,25
proceedeth,25
signified,25
hold,25
held,25
dishonmy,25
daemon,25
seed,25
idol,25
chosen,25
army,25
granted,25
captivity,25
deut,25
reign,25
possible,24
society,24
submission,24
pleased,24
24,24
judicature,24
wise,24
trust,24
deliver,24
brain,24
caused,24
heard,24
comming,24
look,24
formerly,24
saw,24
return,24
lost,24
presumption,24
school,24
disease,24
doctor,24
went,24
bloud,24
depend,24
immediate,24
violence,24
interpret,24
performance,24
debt,24
province,24
baptized,24
seventy,24
yee,24
excommunicate,24
proceeding,23
easie,23
signify,23
figure,23
divided,23
absurd,23
imposition,23
enter,23
constituted,23
demand,23
indeed,23
raised,23
witness,23
strange,23
stranger,23
appeareth,23
choose,23
forraign,23
actor,23
advice,23
expressely,23
election,23
canon,23
contained,23
tribe,23
sign,23
shalt,23
disposeth,22
expressed,22
inspiration,22
diversity,22
exercise,22
caesar,22
instruction,22
expect,22
party,22
inclination,22
small,22
employment,22
revenge,22
form,22
equally,22
quantity,22
acknowledged,22
agree,22
parent,22
distribution,22
fundamentall,22
grant,22
bind,22
dammage,22
preached,22
consecration,22
condemned,21
26,21
scope,21
fourth,21
artificiall,21
produce,21
rise,21
absurdity,21
anger,21
possessed,21
alone,21
ariseth,21
supernaturally,21
philosopher,21
adde,21
mother,21
fourthly,21
respect,21
conclude,21
farre,21
pretence,21
withall,21
commit,21
victory,21
empire,21
mouth,21
home,21
render,21
sam,21
promised,21
democracy,21
sole,21
mount,21
wicked,21
flesh,21
turn,20
necessarily,20
27,20
soul,20
performe,20
safety,20
thereunto,20
university,20
weak,20
againe,20
sleep,20
happen,20
gotten,20
commodity,20
apt,20
positive,20
controversy,20
bread,20
mentioned,20
saye,20
fortune,20
antient,20
souldier,20
wife,20
maintenance,20
governour,20
protect,20
aristocracy,20
eat,20
suffer,20
saint,20
plain,19
28,19
kingdom,19
eternally,19
considering,19
taketh,19
worshipped,19
invention,19
price,19
supposing,19
infinite,19
rebellion,19
proceeded,19
added,19
waye,19
contention,19
enjoy,19
praise,19
secret,19
profit,19
pay,19
esteemed,19
perpetuall,19
revenue,19
accuse,19
since,19
egypt,19
build,19
voyd,19
appoint,19
essence,19
penalty,19
transgression,19
answered,19
beleef,19
canonicall,19
converted,19
saviour,19
notwithstanding,18
31,18
united,18
pain,18
el,18
hence,18
obscure,18
night,18
voyce,18
credit,18
ask,18
born,18
learned,18
wrong,18
operation,18
examine,18
avoyd,18
calleth,18
inferre,18
priviledge,18
honourable,18
courage,18
sudden,18
insomuch,18
dispute,18
abroad,18
wonder,18
merit,18
civil,18
interpreted,18
face,18
instituted,18
forbid,18
resist,18
lot,18
annexed,18
senate,18
romane,18
capitall,18
established,18
throne,18
conversion,18
satan,18
martyr,18
baptize,18
simply,17
plea,17
sedition,17
pact,17
sound,17
nay,17
measure,17
sun,17
consideration,17
difficult,17
table,17
direct,17
break,17
greatnesse,17
lust,17
limited,17
industry,17
hitherto,17
controversie,17
