word,frequency
hung,19
understand,19
barley,19
crying,19
safe,19
dogs,19
heifer,19
bowl,19
mouth,19
become,19
probably,19
cf,19
regards,18
need,18
perished,18
mortal,18
atreus,18
odyssean,18
ought,18
questions,18
believe,18
account,18
visit,18
safely,18
cyclopes,18
waiting,18
maid,18
fallen,18
really,18
upstairs,18
shed,18
voice,18
cyclops,18
afraid,18
goes,18
oil,18
trojans,18
achilles,18
force,18
ran,18
chariot,18
inner,18
neck,18
hair,18
cunning,18
distress,18
mighty,18
second,17
poem,17
lived,17
likely,17
hearts,17
feast,17
whereas,17
thence,17
love,17
unhappy,17
eaten,17
truly,17
bringing,17
arrows,17
remember,17
bitterly,17
cruel,17
ten,17
heavy,17
form,17
oars,17
black,17
strangers,17
escort,17
mixed,17
girl,17
boar,17
trees,17
teiresias,17
use,16
main,16
reader,16
beyond,16
wrong,16
war,16
free,16
pleasure,16
banquet,16
pay,16
paying,16
exclaimed,16
threshold,16
sorry,16
disposed,16
mankind,16
third,16
immediately,16
leaves,16
worse,16
broke,16
fill,16
cry,16
pleased,16
sprang,16
forward,16
certain,16
drunk,16
speaking,16
placed,16
rags,16
skin,16
tried,16
oceanus,16
converse,16
mistress,16
north,16
standing,16
demodocus,16
mars,16
trapani,15
begin,15
lord,15
wise,15
except,15
eye,15
upper,15
meats,15
parents,15
foreign,15
often,15
fall,15
respect,15
counsel,15
past,15
olive,15
oath,15
vessel,15
thigh,15
prayer,15
praying,15
six,15
understanding,15
waters,15
south,15
cloaks,15
stockman,15
washing,15
venus,15
diana,15
wild,15
running,15
madam,15
groaning,15
yard,15
autolycus,15
charybdis,15
begging,15
tramp,15
eurynome,15
bk,15
coast,14
rate,14
presence,14
plan,14
sacked,14
immortals,14
sorrows,14
knows,14
desire,14
fact,14
unless,14
shoulder,14
says,14
known,14
battle,14
grew,14
minds,14
welcome,14
post,14
insolence,14
money,14
alas,14
fate,14
grown,14
grief,14
fond,14
bid,14
gives,14
elsewhere,14
journey,14
white,14
doubt,14
fleet,14
sign,14
field,14
blow,14
lacedaemon,14
slept,14
meant,14
horse,14
became,14
dolius,14
wave,14
nymphs,14
embrace,14
shoot,14
flocks,14
hut,14
irus,14
philoetius,14
sicily,13
pity,13
smoke,13
keeping,13
early,13
books,13
sense,13
perhaps,13
possible,13
etc,13
forget,13
heads,13
sandals,13
lyre,13
feasting,13
hidden,13
bath,13
posts,13
roof,13
speech,13
mine,13
hither,13
double,13
lest,13
instead,13
next,13
please,13
beat,13
plenty,13
cross,13
pass,13
valiant,13
minded,13
handle,13
spoken,13
daughters,13
grow,13
beggar,13
wives,13
wear,13
beach,13
kinds,13
tree,13
stream,13
kissed,13
dream,13
forced,13
lose,13
road,13
chest,13
received,13
arete,13
treated,13
hospitality,13
eurylochus,13
sirens,13
theoclymenus,13
e,13
vi,12
learn,12
escaped,12
paid,12
grey,12
council,12
hero,12
heed,12
olympus,12
tables,12
benches,12
low,12
mainland,12
race,12
wedding,12
dulichium,12
drinking,12
beg,12
air,12
sad,12
tale,12
insolent,12
meet,12
choose,12
abode,12
dressed,12
driving,12
happen,12
charge,12
picked,12
stronger,12
floor,12
ox,12
neleus,12
holding,12
later,12
crete,12
seven,12
foremost,12
wealth,12
grieve,12
cold,12
spread,12
pair,12
asleep,12
creature,12
monster,12
salt,12
medon,12
ways,12
luck,12
warm,12
deemed,12
waggon,12
mules,12
abundance,12
yards,12
evidently,12
reason,12
huge,12
mt,12
cover,11
ii,11
iv,11
xiii,11
completed,11
written,11
drawn,11
saved,11
orestes,11
soft,11
difficulty,11
small,11
remain,11
changed,11
labour,11
east,11
furious,11
heroes,11
bowls,11
gate,11
food,11
noise,11
particularly,11
borne,11
shield,11
short,11
expect,11
courage,11
staid,11
polybus,11
business,11
thereon,11
worked,11
staff,11
asking,11
treat,11
stop,11
hardship,11
birds,11
deed,11
treasure,11
linen,11
closed,11
orders,11
brother,11
prayers,11
happy,11
exactly,11
setting,11
hecatombs,11
thrown,11
driven,11
egypt,11
terrible,11
lovely,11
anointed,11
plot,11
carrying,11
lion,11
seals,11
forth,11
fed,11
sailors,11
companions,11
ears,11
gates,11
consider,11
shouted,11
brothers,11
following,11
belly,11
fountain,11
row,11
aeolus,11
proserpine,11
amphinomus,11
phaeacian,10
eagle,10
quarter,10
sheer,10
perish,10
deeds,10
tall,10
different,10
text,10
iliadic,10
hence,10
furthermore,10
cease,10
pp,10
new,10
cooked,10
famous,10
folly,10
forest,10
ocean,10
flying,10
footstool,10
cups,10
phemius,10
died,10
around,10
achaean,10
morrow,10
icarius,10
song,10
according,10
danaans,10
